CustomerKey,Age,Gender,EnglishEducation,EnglishOccupation,HouseOwner,MaritalStatus,NumberCarsOwned,NumberChildrenAtHome,Region,StateProvinceName,City,PostalCode,TotalChildren,YearlyIncome,BikeBuyer,IncomeCategory,ManagerialSegment
14677,38,Man,Graduate Degree,Management,Owner,Single,3,5,Pacific,New South Wales,Port Macquarie,2444,5,80000,No,High,Active
14678,44,Woman,Graduate Degree,Management,Owner,Married,3,5,Pacific,New South Wales,North Ryde,2113,5,80000,No,High,Active
14679,44,Woman,Bachelors,Professional,Owner,Single,3,5,Pacific,Victoria,Seaford,3198,5,80000,No,High,Active
14680,44,Man,Bachelors,Professional,Owner,Single,3,5,Pacific,Queensland,Brisbane,4000,5,80000,No,High,Active
14681,36,Woman,Bachelors,Professional,Tenant,Single,1,0,Pacific,Queensland,Hawthorne,4171,0,70000,Yes,Unknown,Best
14682,36,Woman,Bachelors,Professional,Tenant,Single,1,0,Pacific,Victoria,Melton,3337,0,70000,No,Unknown,Active
14683,45,Woman,Bachelors,Professional,Owner,Married,2,3,Pacific,South Australia,Cloverdale,6105,3,60000,No,Moderate,Warm High Value
14684,45,Man,Bachelors,Professional,Owner,Married,2,3,Pacific,Victoria,Geelong,3220,3,60000,No,Moderate,Active
14685,47,Man,Bachelors,Professional,Tenant,Single,2,2,Pacific,Queensland,Hawthorne,4171,3,60000,No,Moderate,Warm High Value
14686,46,Woman,Bachelors,Professional,Owner,Married,2,2,Pacific,New South Wales,St. Leonards,2065,3,60000,No,Moderate,Warm High Value
14687,36,Woman,Partial College,Clerical,Owner,Single,1,0,Europe,Seine (Paris),Paris,75007,0,30000,No,Low,Warm
14688,30,Woman,Partial High School,Manual,Tenant,Single,2,0,Europe,Hessen,Hamburg,22001,0,20000,No,Low,Almost Lost
14689,29,Woman,Partial High School,Manual,Tenant,Single,2,0,Europe,Yveline,Chatou,78400,0,20000,No,Low,Novice
14690,30,Man,Partial High School,Manual,Tenant,Single,2,0,Europe,Bayern,Erlangen,91054,0,20000,No,Low,Active
14691,31,Man,Partial College,Clerical,Tenant,Married,1,0,Europe,Nord,Dunkerque,59140,0,30000,No,Low,Warm
14692,32,Woman,Partial College,Clerical,Tenant,Single,1,0,Europe,England,High Wycombe,HP10 9QY,0,30000,No,Low,Active
14693,32,Man,High School,Manual,Tenant,Single,1,0,Europe,Yveline,Versailles,78000,0,30000,No,Low,Warm
14694,37,Woman,High School,Manual,Owner,Single,1,0,Europe,England,Warrington,WA1,0,30000,No,Low,Win-back
14695,38,Man,Partial High School,Manual,Tenant,Single,2,0,Europe,Nordrhein-Westfalen,Braunschweig,38001,0,10000,No,Low,Novice
14696,38,Man,Partial High School,Manual,Tenant,Single,2,0,Europe,Bayern,Grevenbroich,41485,0,10000,No,Low,Almost Lost
14697,38,Man,Partial High School,Manual,Tenant,Single,2,0,Europe,England,London,SW19 3RU,0,20000,Yes,Low,Warm High Value
14698,31,Woman,Bachelors,Skilled Manual,Owner,Married,1,1,Europe,Saarland,Frankfurt am Main,60061,1,40000,No,Moderate,Active
14699,37,Man,Bachelors,Skilled Manual,Owner,Married,1,1,Europe,Hamburg,München,80074,1,40000,No,Moderate,Cold
14700,36,Man,Bachelors,Skilled Manual,Owner,Married,1,1,Europe,England,Gateshead,GA10,1,40000,Yes,Moderate,Warm High Value
14701,38,Man,Partial High School,Manual,Tenant,Single,2,0,Europe,Garonne (Haute),Colomiers,31770,0,20000,Yes,Low,Warm High Value
14702,37,Man,High School,Manual,Tenant,Married,1,0,Europe,England,Bury,PE17,0,30000,Yes,Low,Warm High Value
14703,38,Man,High School,Manual,Tenant,Single,1,0,Europe,Saarland,Berlin,14197,0,30000,No,Low,Almost Lost
14704,39,Woman,Partial High School,Manual,Tenant,Single,2,0,Europe,Nord,Roncq,59223,0,10000,No,Low,Almost Lost
14705,38,Woman,Partial College,Clerical,Owner,Single,0,2,Europe,England,Kirkby,KB9,2,40000,Yes,Moderate,Warm High Value
14706,38,Woman,Partial College,Clerical,Owner,Single,0,2,Europe,England,London,EC1R 0DU,2,40000,No,Moderate,Warm
14707,39,Woman,Partial High School,Manual,Tenant,Single,2,0,Europe,Saarland,Berlin,12311,0,10000,No,Low,Almost Lost
14708,39,Woman,Partial High School,Manual,Tenant,Single,2,0,Europe,Seine (Paris),Paris,75012,0,20000,Yes,Low,Warm High Value
14709,34,Man,High School,Manual,Tenant,Single,1,0,Europe,Saarland,Saarlouis,66740,0,30000,Yes,Low,Warm High Value
14710,39,Woman,High School,Manual,Tenant,Single,1,0,Europe,Hamburg,Hamburg,20354,0,30000,No,Low,Warm
14711,39,Woman,High School,Manual,Owner,Single,1,0,Europe,Nordrhein-Westfalen,Paderborn,33098,0,30000,No,Low,Almost Lost
14712,38,Man,High School,Manual,Tenant,Single,1,0,Europe,England,London,SW8 4BG,0,30000,Yes,Low,Warm High Value
14713,40,Man,Partial College,Clerical,Owner,Single,0,2,Europe,Saarland,Offenbach,63009,2,40000,Yes,Moderate,Best
14714,40,Woman,Partial College,Clerical,Owner,Single,0,2,Europe,Loiret,Orleans,45000,2,40000,Yes,Moderate,Best
14715,34,Man,Partial College,Clerical,Tenant,Married,0,2,Europe,Hamburg,Mühlheim,63151,2,40000,No,Moderate,Warm
14716,33,Woman,Partial College,Clerical,Owner,Single,1,2,Europe,Moselle,Metz,57000,2,40000,Yes,Moderate,Best
14717,39,Woman,Partial College,Clerical,Owner,Single,1,2,Europe,Nord,Villeneuve-d'Ascq,59491,2,40000,No,Moderate,Win-back
14718,39,Man,Partial College,Clerical,Owner,Single,1,2,Europe,Nordrhein-Westfalen,Bottrop,46236,2,40000,No,Moderate,Almost Lost
14719,40,Man,Partial College,Clerical,Tenant,Married,2,2,Europe,Loir et Cher,Saint Ouen,41100,2,40000,Yes,Moderate,Best
14720,40,Woman,Partial College,Clerical,Owner,Single,0,3,Europe,England,Birmingham,B29 6SL,3,40000,Yes,Moderate,Warm High Value
14721,30,Man,Partial College,Clerical,Owner,Single,1,3,North America,Washington,Puyallup,98371,3,40000,No,Moderate,Novice
14722,35,Woman,Partial College,Clerical,Owner,Single,2,3,North America,Washington,Bremerton,98312,3,40000,Yes,Moderate,Warm High Value
14723,35,Man,Partial College,Clerical,Owner,Single,0,4,North America,British Columbia,N. Vancouver,V7L 4J4,4,40000,No,Moderate,Win-back
14724,44,Man,Graduate Degree,Skilled Manual,Owner,Married,0,0,North America,British Columbia,Cliffside,V8Y 1L1,0,60000,No,Moderate,Active
14725,43,Man,Graduate Degree,Skilled Manual,Owner,Married,0,0,North America,British Columbia,Victoria,V8V,0,60000,No,Moderate,Active High Value
14726,44,Man,Graduate Degree,Skilled Manual,Tenant,Single,0,0,North America,Washington,Marysville,98270,0,60000,Yes,Moderate,Warm High Value
14727,38,Woman,Graduate Degree,Skilled Manual,Owner,Single,0,0,North America,Oregon,Milwaukie,97222,0,60000,Yes,Moderate,Cold
14728,33,Woman,Graduate Degree,Skilled Manual,Owner,Single,0,0,North America,Washington,Puyallup,98371,0,60000,Yes,Moderate,Win-back
14729,38,Woman,Graduate Degree,Skilled Manual,Owner,Single,0,0,North America,California,Bellflower,90706,0,60000,No,Moderate,Cold
14730,52,Man,High School,Manual,Tenant,Married,2,0,North America,California,Bellflower,90706,2,20000,Yes,Low,Active High Value
14731,51,Man,Bachelors,Skilled Manual,Owner,Married,1,0,North America,California,Burlingame,94010,1,30000,Yes,Low,Active High Value
14732,45,Woman,Bachelors,Skilled Manual,Owner,Married,1,0,North America,Washington,Olympia,98501,1,30000,Yes,Low,Active High Value
14733,57,Man,Bachelors,Skilled Manual,Owner,Married,1,0,North America,California,Berkeley,94704,1,30000,Yes,Low,Almost Lost
14734,51,Man,Bachelors,Skilled Manual,Owner,Married,1,0,North America,Oregon,Corvallis,97330,1,30000,Yes,Low,Win-back
14735,57,Woman,Partial College,Clerical,Owner,Married,1,0,North America,Oregon,Oregon City,97045,1,30000,Yes,Low,Almost Lost
14736,56,Man,Partial High School,Manual,Tenant,Married,2,0,North America,Oregon,Beaverton,97005,3,20000,No,Low,Almost Lost
14737,56,Man,Partial High School,Clerical,Owner,Single,2,0,North America,Washington,Bellingham,98225,3,20000,Yes,Low,Win-back
14738,56,Man,Partial College,Clerical,Owner,Married,1,0,North America,California,Grossmont,91941,1,40000,Yes,Moderate,Warm
14739,56,Man,Partial College,Clerical,Owner,Married,1,0,North America,California,La Jolla,92806,1,40000,Yes,Moderate,Warm High Value
14740,51,Woman,Partial College,Clerical,Owner,Married,1,0,North America,California,Lakewood,90712,1,40000,Yes,Moderate,Warm High Value
14741,56,Woman,Partial College,Clerical,Owner,Married,1,0,North America,California,West Covina,91791,1,40000,Yes,Moderate,Warm
14742,55,Woman,Partial College,Clerical,Owner,Married,1,0,North America,California,Lincoln Acres,91950,1,40000,No,Moderate,Warm
14743,50,Man,Partial College,Clerical,Owner,Married,1,0,North America,Washington,Sedro Woolley,98284,1,40000,No,Moderate,Cold
14744,55,Man,Partial College,Clerical,Owner,Married,1,0,North America,Washington,Burien,98168,1,40000,Yes,Moderate,Warm
14745,55,Man,Partial College,Clerical,Owner,Married,1,0,North America,British Columbia,Cliffside,V8Y 1L1,1,40000,Yes,Moderate,Cold
14746,55,Woman,Partial College,Clerical,Owner,Married,1,0,North America,California,Torrance,90505,1,40000,Yes,Moderate,Warm High Value
14747,49,Man,Partial College,Clerical,Owner,Married,1,0,North America,California,La Jolla,92806,1,40000,Yes,Moderate,Warm
14748,49,Man,Partial College,Clerical,Owner,Married,1,0,North America,California,Imperial Beach,91932,1,40000,No,Moderate,Cold
14749,49,Man,Partial College,Clerical,Owner,Married,1,0,North America,California,Burbank,91502,1,40000,No,Moderate,Almost Lost
14750,54,Woman,Partial College,Clerical,Owner,Married,1,0,North America,California,Novato,94947,1,40000,Yes,Moderate,Warm
14751,54,Woman,Partial College,Clerical,Owner,Married,1,0,North America,Washington,Yakima,98901,1,40000,No,Moderate,Cold
14752,53,Man,Partial College,Clerical,Owner,Married,1,0,North America,California,Beverly Hills,90210,1,40000,Yes,Moderate,Warm High Value
14753,36,Man,Partial College,Clerical,Owner,Married,1,0,North America,Oregon,Corvallis,97330,1,40000,Yes,Moderate,Warm
14754,53,Man,Partial College,Clerical,Owner,Married,1,0,North America,Washington,Bellingham,98225,1,40000,Yes,Moderate,Warm High Value
14755,52,Man,Partial College,Clerical,Owner,Married,1,0,North America,California,Burlingame,94010,1,40000,Yes,Moderate,Warm
14756,53,Man,Partial College,Clerical,Owner,Married,1,0,North America,California,La Jolla,92806,1,40000,Yes,Moderate,Warm High Value
14757,48,Woman,Partial College,Clerical,Owner,Married,1,0,North America,California,San Gabriel,91776,1,40000,Yes,Moderate,Warm High Value
14758,46,Woman,Graduate Degree,Skilled Manual,Owner,Single,0,0,North America,California,Glendale,91203,4,80000,No,High,Almost Lost
14759,52,Woman,Graduate Degree,Skilled Manual,Owner,Single,0,0,North America,California,Santa Cruz,95062,4,80000,No,High,Novice
14760,51,Man,Graduate Degree,Skilled Manual,Owner,Married,0,0,North America,British Columbia,Vancouver,V7L 4J4,4,80000,No,High,Active
14761,46,Woman,Graduate Degree,Skilled Manual,Owner,Single,0,0,North America,California,San Gabriel,91776,4,80000,No,High,Almost Lost
14762,52,Woman,Graduate Degree,Skilled Manual,Owner,Single,0,0,North America,California,Beverly Hills,90210,4,80000,No,High,Cold
14763,52,Man,Graduate Degree,Skilled Manual,Owner,Single,0,0,North America,Oregon,Beaverton,97005,4,80000,No,High,Warm
14764,51,Man,Graduate Degree,Skilled Manual,Owner,Single,0,0,North America,California,Newport Beach,92625,4,60000,No,Moderate,Novice
14765,51,Man,Graduate Degree,Skilled Manual,Owner,Married,0,0,North America,British Columbia,Westminster,V3L 1H4,4,60000,No,Moderate,Active
14766,42,Man,Partial College,Manual,Tenant,Single,0,1,Europe,Seine Saint Denis,Saint-Denis,93400,1,20000,No,Low,Novice
14767,42,Woman,Partial College,Manual,Tenant,Single,0,1,Europe,Nordrhein-Westfalen,Hannover,30601,1,20000,No,Low,Warm
14768,86,Man,Partial College,Manual,Tenant,Married,2,0,Europe,Saarland,Saarlouis,66740,4,10000,No,Low,Cold
14769,42,Woman,Bachelors,Clerical,Owner,Married,0,0,Europe,Nordrhein-Westfalen,Paderborn,33098,1,30000,Yes,Low,Warm High Value
14770,36,Man,Bachelors,Clerical,Owner,Married,0,0,Europe,England,Berks,SL4 1RH,1,30000,Yes,Low,Warm High Value
14771,42,Woman,Bachelors,Clerical,Owner,Married,0,0,Europe,England,London,SW1P 2NU,1,30000,Yes,Low,Warm High Value
14772,42,Woman,Bachelors,Clerical,Owner,Married,0,0,Europe,Bayern,Frankfurt,91480,1,30000,Yes,Low,Warm High Value
14773,42,Man,Graduate Degree,Clerical,Owner,Married,0,0,Europe,Nord,Villeneuve-d'Ascq,59491,0,40000,Yes,Moderate,Win-back
14774,42,Man,Graduate Degree,Clerical,Owner,Single,0,0,Europe,Hamburg,Bonn,53131,0,40000,Yes,Moderate,Best
14775,31,Woman,Graduate Degree,Clerical,Owner,Married,0,0,Europe,Hamburg,Hamburg,20354,0,40000,Yes,Moderate,Win-back
14776,37,Man,Graduate Degree,Clerical,Owner,Married,0,0,Europe,England,London,EC1R 0DU,0,40000,Yes,Moderate,Warm High Value
14777,42,Woman,Bachelors,Clerical,Owner,Married,0,0,Europe,England,Runcorn,TY31,0,40000,Yes,Moderate,Warm High Value
14778,43,Woman,Partial High School,Manual,Owner,Single,1,3,Europe,England,Lancaster,LA1 1LN,3,10000,Yes,Low,Best
14779,38,Man,Partial High School,Manual,Owner,Single,1,3,Europe,Seine Saint Denis,Pantin,93500,3,10000,Yes,Low,Warm High Value
14780,43,Woman,Partial High School,Manual,Owner,Single,0,4,Europe,Nord,Roncq,59223,4,10000,No,Low,Warm
14781,43,Man,Partial College,Manual,Tenant,Single,1,1,Europe,Nordrhein-Westfalen,Solingen,42651,1,20000,No,Low,Novice
14782,43,Man,Partial College,Manual,Tenant,Single,1,1,Europe,Nordrhein-Westfalen,Paderborn,33098,1,20000,No,Low,Almost Lost
14783,37,Woman,Partial College,Manual,Tenant,Single,1,1,Europe,England,London,SW19 3RU,1,20000,No,Low,Warm High Value
14784,42,Man,Bachelors,Clerical,Tenant,Single,0,1,Europe,England,Oxford,OX14 4SE,1,30000,No,Low,Active
14785,43,Man,Bachelors,Clerical,Tenant,Single,1,1,Europe,Yveline,Saint Germain en Laye,78100,1,30000,No,Low,Novice
14786,37,Man,Bachelors,Clerical,Owner,Married,1,1,Europe,Bayern,Erlangen,91054,1,30000,No,Low,Cold
14787,44,Woman,High School,Manual,Tenant,Single,1,1,Europe,England,Birmingham,B29 6SL,1,20000,No,Low,Active
14788,43,Man,High School,Manual,Tenant,Single,1,1,Europe,Seine (Paris),Paris,75013,1,20000,No,Low,Almost Lost
14789,44,Woman,High School,Manual,Owner,Single,0,2,Europe,Saarland,Münster,48001,2,20000,Yes,Low,Warm High Value
14790,43,Man,Bachelors,Clerical,Owner,Married,0,0,Europe,Essonne,Les Ulis,91940,0,40000,Yes,Moderate,Win-back
14791,43,Woman,Bachelors,Clerical,Owner,Married,0,0,Europe,Seine (Paris),Paris,75006,0,40000,Yes,Moderate,Win-back
14792,37,Man,Bachelors,Clerical,Owner,Married,0,0,Europe,England,Cambridge,CB4 4BZ,0,40000,Yes,Moderate,Warm High Value
14793,43,Man,Bachelors,Clerical,Owner,Single,0,0,Europe,England,London,E17 6JF,0,40000,Yes,Moderate,Warm High Value
14794,37,Man,Bachelors,Clerical,Owner,Married,0,0,Europe,England,Oxford,OX14 4SE,0,40000,Yes,Moderate,Best
14795,44,Woman,Bachelors,Skilled Manual,Owner,Married,2,1,Europe,Hessen,Duesseldorf,40434,1,30000,Yes,Low,Warm High Value
14796,40,Man,Partial High School,Manual,Owner,Single,2,3,Europe,Seine (Paris),Paris,75007,4,10000,Yes,Low,Active High Value
14797,40,Man,Partial High School,Manual,Owner,Single,2,3,Europe,Hamburg,Mühlheim,63151,4,10000,Yes,Low,Warm High Value
14798,45,Woman,Partial High School,Manual,Owner,Single,2,3,Europe,Nord,Croix,59170,4,10000,Yes,Low,Active High Value
14799,39,Woman,High School,Manual,Owner,Single,0,2,Europe,England,Milton Keynes,MK8 8ZD,2,20000,No,Low,Win-back
14800,45,Woman,Bachelors,Skilled Manual,Owner,Married,2,1,Europe,Nordrhein-Westfalen,Solingen,42651,1,30000,Yes,Low,Warm High Value
14801,46,Woman,Partial High School,Manual,Tenant,Married,2,2,Europe,Hessen,Frankfurt,60323,3,10000,Yes,Low,Warm High Value
14802,46,Woman,High School,Manual,Owner,Single,2,2,Europe,Essonne,Les Ulis,91940,2,20000,Yes,Low,Best
14803,46,Woman,High School,Manual,Owner,Single,1,3,Europe,Hamburg,Hamburg,20354,3,20000,Yes,Low,Warm High Value
14804,36,Woman,Partial High School,Manual,Owner,Single,2,2,Europe,England,Gloucestershire,GL7 1RY,3,10000,No,Low,Cold
14805,41,Woman,Partial High School,Manual,Owner,Single,2,2,Europe,Saarland,Offenbach,63009,3,10000,No,Low,Cold
14806,42,Man,Partial High School,Manual,Owner,Single,2,2,Europe,England,London,E17 6JF,3,10000,No,Low,Win-back
14807,47,Woman,Partial High School,Manual,Owner,Single,2,2,Europe,Essonne,Les Ulis,91940,4,10000,No,Low,Warm
14808,36,Woman,Partial High School,Manual,Owner,Single,2,2,Europe,England,London,SW8 4BG,4,10000,No,Low,Active
14809,36,Man,High School,Manual,Owner,Single,2,3,Europe,England,Gloucestershire,GL7 1RY,3,20000,No,Low,Warm
14810,43,Man,Bachelors,Professional,Owner,Married,0,0,Europe,Seine (Paris),Paris,75007,0,40000,No,Moderate,Cold
14811,44,Woman,Bachelors,Professional,Owner,Married,0,0,Europe,Nordrhein-Westfalen,Leipzig,04139,0,40000,No,Moderate,Almost Lost
14812,44,Man,Bachelors,Professional,Owner,Married,0,0,Europe,England,Gateshead,GA10,0,40000,No,Moderate,Almost Lost
14813,47,Woman,High School,Manual,Owner,Single,1,4,Europe,Nord,Lille,59000,4,20000,Yes,Low,Active High Value
14814,47,Woman,Partial College,Clerical,Owner,Single,0,2,Europe,England,Cambridge,CB4 4BZ,2,30000,No,Low,Win-back
14815,39,Woman,Bachelors,Skilled Manual,Owner,Married,0,0,Europe,England,Cheltenham,GL50,1,40000,No,Moderate,Novice
14816,39,Woman,Bachelors,Skilled Manual,Owner,Married,0,0,Europe,England,Kirkby,KB9,1,40000,No,Moderate,Active
14817,34,Woman,Bachelors,Skilled Manual,Owner,Married,0,0,Europe,England,Leeds,LE18,1,40000,No,Moderate,Warm
14818,46,Woman,Partial College,Clerical,Owner,Single,2,2,Europe,Hauts de Seine,Colombes,92700,2,30000,Yes,Low,Active High Value
14819,46,Woman,Partial College,Clerical,Tenant,Married,2,2,Europe,Hessen,Dresden,01071,2,30000,Yes,Low,Best
14820,40,Man,Bachelors,Skilled Manual,Owner,Married,0,0,Europe,England,London,C2H 7AU,1,40000,No,Moderate,Almost Lost
14821,46,Man,Bachelors,Skilled Manual,Owner,Married,0,0,Europe,England,Stoke-on-Trent,AS23,1,40000,No,Moderate,Almost Lost
14822,47,Woman,Partial College,Clerical,Owner,Single,0,3,Europe,Hessen,Darmstadt,64283,3,30000,Yes,Low,Best
14823,46,Man,Partial College,Clerical,Owner,Single,0,3,Europe,Hessen,Darmstadt,64283,3,30000,Yes,Low,Best
14824,41,Man,Partial College,Clerical,Owner,Single,1,3,Europe,Bayern,Erlangen,91054,3,30000,Yes,Low,Active High Value
14825,33,Woman,High School,Manual,Tenant,Single,1,0,Europe,Saarland,Münster,48001,0,20000,No,Low,Cold
